price,price_m2,ads,date
259000,3597,https://www.nehnutelnosti.sk/4458816/afyreal-predaj-slnecny-3izb-byt-pribisova-loggia-s-vyhradenym-parkov-miestom/,2022-12-07
199500,3006,https://www.nehnutelnosti.sk/4930585/sra-3-izb-byt-vo-vyhladavanej-lokalite-bratislavy-karlovej-vsi/,2022-12-07
215000,2792,https://www.nehnutelnosti.sk/4862538/predam-3-izbovy-byt-dubravka/,2022-12-07
239500,3507,https://www.nehnutelnosti.sk/4856871/predaj-3-izboveho-zrekonstruovaneho-bytu-samostatne-izby-bratislava-iv-karlova-ves-jurigovo-na/,2022-12-07
195000,2566,https://www.nehnutelnosti.sk/4833765/3-izbovy-byt-v-povodnom-stave-dubravka/,2022-12-07
209990,3042,https://www.nehnutelnosti.sk/4915138/zrekonstruovany-3-izb-byt-pri-lese-s-krasnym-vyhladom/,2022-12-07
189000,3000,https://www.nehnutelnosti.sk/4918453/slnecny-3i-byt-v-zrekonstruovanej-bytovke/,2022-12-07
189000,2953,https://www.nehnutelnosti.sk/4886175/na-predaj-3-izbovy-byt-v-povodnom-stave/,2022-12-07
209900,3028,https://www.nehnutelnosti.sk/4917028/vyborna-lokalita-karlova-ves-3-izb-byt-po-rekonstrukcii/,2022-12-07
480000,2212,https://www.nehnutelnosti.sk/4915882/kvalitny-3-izb-byt-so-zahradou-a-parkovanim/,2022-12-07
239900,2696,https://www.nehnutelnosti.sk/4864154/na-predaj-4i-byt-prerobeny-na-velky-3-izbovy-2-x-loggia-dlhe-diely/,2022-12-07
249900,3245,https://www.nehnutelnosti.sk/4908191/3-izbovy-byt-s-lodziou-pivnicou-a-tichou-orientaciou-pod-lesom-bakosova-ulica-lamac/,2022-12-07
190000,3016,https://www.nehnutelnosti.sk/4903165/prakticky-3-izbovy-byt-v-karlovej-vsi/,2022-12-07
181900,2526,https://www.nehnutelnosti.sk/4872646/predaj-3-izb-bytu-s-logiou-72-m2-povodny-stav-9-9-podl-veternicova-ul-ba-iv-dlhe-diely/,2022-12-07
240000,3492,https://www.nehnutelnosti.sk/4900154/3i-byt-s-krasnym-vyhladom-s-balkonom-a-loggiou-dlhe-diely/,2022-12-07
250000,3425,https://www.nehnutelnosti.sk/4899271/3-izbovy-byt-na-predaj-dlhe-diely/,2022-12-07
209990,2917,https://www.nehnutelnosti.sk/4890347/pekny-3-izbovy-byt-na-predaj-v-bratislave-dubravke/,2022-12-07
269000,3893,https://www.nehnutelnosti.sk/4872373/predaj-3-izb-zrekonstruovany-a-ciastocne-zariadeny-byt-na-majernikovej-ul/,2022-12-07
269000,3293,https://www.nehnutelnosti.sk/4854139/kompletne-zariadeny-priestranny-3-i-byt-novostavba-s-parkovacim-miestom-dom-mamapapa-2-loggie/,2022-12-07
210000,3134,https://www.nehnutelnosti.sk/4866128/bytoc-rk-na-predaj-3-izb-byt-67-m2-velka-loggia-10-m2-v-ba-karlova-ves-pupavova-ul/,2022-12-07
224900,3073,https://www.nehnutelnosti.sk/4848542/rezervovane-krasny-3-izbovy-byt-v-blizkosti-lesa-dlhe-diely/,2022-12-07
239500,3110,https://www.nehnutelnosti.sk/4858866/jurigovo-nam-3-izb-byt-na-predaj/,2022-12-07
